x_value,total_1,total_2
1627,1261338,791667
1628,1265966,788054
1629,1265024,791327
1630,1265764,790347
1631,1271209,792513
1632,1271990,789832
1633,1266585,787185
1634,1269788,789074
1635,1269424,786739
1636,1276954,790215
1637,1282811,786853
1638,1289264,784331
1639,1290650,790240
1640,1296212,793268
1641,1295625,794520
1642,1293130,789588
1643,1299796,791141
1644,1301652,795682
1645,1305842,791634
1646,1309781,789505
1647,1308580,794650
1648,1312574,796943
1649,1310898,799909
1650,1309761,804022
1651,1317671,803986
1652,1322803,800105
1653,1323083,800978
1654,1325834,801330
1655,1331128,801199
1656,1337728,802401
1657,1344723,805033
1658,1341201,808324
1659,1348266,814259
1660,1348102,815076
1661,1347725,814688
1662,1348396,820683
1663,1349554,822798
1664,1346546,823601
1665,1350529,827719
1666,1348251,831985
1667,1350836,837547
1668,1357347,836538
1669,1353136,832717
1670,1352830,830867
1671,1359794,831583
1672,1361408,833361
1673,1368498,829539
1674,1369502,831121
1675,1367534,835563
1676,1375515,834310
1677,1377376,833128
1678,1383366,838481
1679,1389416,842653
1680,1396669,842450
1681,1395248,839896
1682,1400309,841985
1683,1400067,845719
1684,1403173,842116
1685,1402446,837401
1686,1404320,839112
1687,1410113,841639
1688,1413189,845285
1689,1419039,846870
1690,1420515,844799
1691,1423736,842852
1692,1422071,842204
1693,1423139,838494
1694,1430457,839952
1695,1430458,836193
1696,1425757,834820
1697,1421730,839879
1698,1421181,840307
1699,1427885,842225
1700,1433195,847143
1701,1435509,846842
1702,1433165,843873
1703,1429591,846505
1704,1435822,843899
1705,1439899,847181
1706,1439022,853050
1707,1446889,850671
1708,1444945,850342
1709,1449724,854666
1710,1455419,850420
1711,1451827,848601
1712,1459721,846158
1713,1465549,841321
1714,1462031,844741
1715,1462959,844125
1716,1470743,839902
1717,1475024,836574
1718,1480419,831695
1719,1474537,837244
1720,1469108,834175
1721,1465276,833917
1722,1464807,836257
1723,1462975,835746
1724,1465654,835694
1725,1465096,836410
1726,1461892,831427
1727,1464015,826979
1728,1469786,832644
1729,1475480,832154
1730,1474807,837332
1731,1475133,838403
1732,1479132,842191
1733,1482939,838379
1734,1480158,835430
1735,1483755,831068
1736,1489859,832951
1737,1494566,828357
1738,1498003,823857
1739,1493399,827075
1740,1494409,827802
1741,1500911,828836
1742,1497882,831573
1743,1505291,827368
1744,1504522,824799
1745,1503633,830231
1746,1500604,830428
1747,1505309,831355
1748,1502334,827315
1749,1500883,822861
1750,1498589,819021
1751,1505618,817560
1752,1506463,817907
1753,1505016,822143
1754,1501984,818768
1755,1498114,823846
1756,1499096,820733
1757,1497498,816142
1758,1497061,812769
1759,1495462,810202
1760,1499469,812193
1761,1503597,808015
1762,1499714,809043
1763,1496270,807581
1764,1496040,805694
1765,1495235,808947
1766,1492021,814527
1767,1495114,819006
1768,1497174,821692
1769,1499054,821410
1770,1497092,822697
1771,1498998,823841
1772,1503036,828841
1773,1501159,834084
1774,1504295,838087
1775,1507455,833329
1776,1504199,836717
1777,1502278,837938
1778,1496966,836752
1779,1493955,834545
1780,1498023,831507
1781,1504978,827242
1782,1508032,831008
1783,1507778,826335
1784,1502561,830988
1785,1505214,827565
1786,1503645,830418
1787,1500070,832540
1788,1501436,837676
1789,1502790,841955
1790,1508763,841313
1791,1511784,840133
1792,1511180,843159
1793,1514641,842712
1794,1517425,848685
1795,1512463,844495
1796,1511045,845043
1797,1513267,848983
1798,1519688,854652
1799,1520824,857482
1800,1520242,855946
1801,1528060,856199
1802,1527364,852098
1803,1530396,850649
1804,1532251,852632
1805,1528750,852229
1806,1527974,852520
1807,1524357,850900
1808,1522364,849101
1809,1525180,852514
1810,1520083,855389
1811,1521203,857541
1812,1518467,861719
1813,1523706,859723
1814,1522326,865231
1815,1520845,866319
1816,1526726,866556
1817,1527300,870064
1818,1524098,866086
1819,1519975,861329
1820,1524815,856729
1821,1519187,859493
1822,1522105,862291
1823,1521525,865928
1824,1520044,863101
1825,1521025,862472
1826,1520349,867732
1827,1524915,869097
1828,1521038,866382
1829,1525435,866502
1830,1531599,871597
1831,1525871,870142
1832,1521960,874185
1833,1528577,877917
1834,1531420,874035
1835,1527878,875073
1836,1533113,878972
1837,1529783,878135
1838,1527563,875502
1839,1525170,877633
1840,1520968,879271
1841,1521363,878554
1842,1527375,881042
1843,1526179,881117
1844,1521851,882609
1845,1526711,882749
1846,1522239,887837
1847,1529021,885121
1848,1524718,881828
1849,1532617,882392
1850,1529494,880237
1851,1533292,876553
1852,1535282,876576
1853,1537558,876881
1854,1543103,877738
1855,1541279,877477
1856,1538170,873071
1857,1537781,869355
1858,1536103,871224
1859,1543314,871759
1860,1543106,872973
1861,1538148,870208
1862,1545031,871967
1863,1544847,877127
1864,1539582,874847
1865,1536210,878243
1866,1531355,882425
1867,1533619,883136
1868,1529925,882081
1869,1530350,886064
1870,1524945,881563
1871,1530003,884201
1872,1528559,883655
1873,1532560,880822
1874,1538095,877683
1875,1538098,873357
1876,1533477,878213
1877,1538406,882117
1878,1536051,886704
1879,1539630,892465
1880,1541782,893628
1881,1536163,891337
1882,1541707,895364
1883,1543368,894616
1884,1540555,892424
1885,1546587,889487
1886,1552589,893710
1887,1560547,890026
1888,1556861,886036
1889,1553883,886324
1890,1550849,890502
1891,1555106,888221
1892,1551491,887398
1893,1557251,884342
1894,1563864,887145
1895,1570750,888079
1896,1569337,891098
1897,1567845,892906
1898,1575549,894524
1899,1570443,896739
1900,1566307,891779
1901,1563791,893650
1902,1565951,896292
1903,1572999,894453
1904,1567602,889612
1905,1569262,891574
1906,1563805,890171
1907,1558806,887475
1908,1558048,888541
1909,1558665,891328
1910,1552877,891000
1911,1557777,893806
1912,1558009,898619
1913,1553248,897420
1914,1553868,898171
1915,1547888,899730
1916,1551963,903074
1917,1559911,905268
1918,1556156,907209
1919,1559551,910552
1920,1564497,915874
1921,1560997,911782
1922,1563452,909575
1923,1563777,911290
1924,1559865,907330
1925,1557665,912085
1926,1564704,915123
1927,1569222,918520
1928,1571453,916935
1929,1572162,915354
1930,1569429,916703
1931,1568333,920453
1932,1566790,925570
1933,1569632,930055
1934,1567999,931275
1935,1572162,933604
1936,1572943,933694
1937,1573541,928851
1938,1570753,925666
1939,1577927,926361
1940,1584045,926876
1941,1584434,924633
1942,1588029,922128
1943,1593736,920251
1944,1598372,917290
1945,1603777,917417
1946,1599894,918611
1947,1605310,924259
1948,1605207,924926
1949,1609394,930404
1950,1606941,934843
1951,1605453,932042
1952,1603454,927469
1953,1605974,927490
1954,1613851,927010
1955,1617523,924202
1956,1623221,922496
1957,1622817,921669
1958,1617385,917997
1959,1619705,922520
1960,1626835,925411
1961,1632010,927560
1962,1637082,923342
1963,1638167,926877
1964,1643304,930112
1965,1638793,931672
1966,1637712,936350
1967,1633014,941720
1968,1635066,947322
1969,1632247,951570
1970,1637827,956433
1971,1633672,955622
1972,1627859,952025
1973,1632795,951888
1974,1637631,955848
1975,1637921,954420
1976,1644408,951346
1977,1649278,951887
1978,1646274,956187
1979,1642846,953701
1980,1641409,951669
1981,1637115,951255
1982,1633283,949853
1983,1627912,950238
1984,1625443,951269
1985,1624286,949329
1986,1631315,954801
1987,1626980,959651
1988,1623331,957832
1989,1618850,958529
1990,1626620,959843
1991,1625447,954903
1992,1630616,958675
1993,1632725,958241
1994,1626962,955041
1995,1632269,951873
1996,1640170,952465
1997,1643213,948534
1998,1641815,948161
1999,1642912,953098
2000,1643171,954747
2001,1649039,953670
2002,1643435,955706
2003,1647769,961032
2004,1643140,960595
2005,1640788,965447
2006,1647788,961119
2007,1652222,962285
2008,1652611,960714
2009,1655022,959589
2010,1660123,957945
2011,1659460,962673
2012,1663068,964843
2013,1657588,963251
2014,1652086,959689
2015,1652786,957679
2016,1655042,960340
2017,1662536,966103
2018,1666788,968637
2019,1664902,970475
2020,1659041,975247
2021,1665589,972288
2022,1662711,977245
2023,1659357,973229
2024,1660605,975345
2025,1655050,980161
2026,1655662,985123
2027,1659620,986216
2028,1657200,982557
2029,1665172,980036
2030,1666031,982579
2031,1672093,986973
2032,1678371,987481
2033,1684357,990106
2034,1688994,987912
2035,1687596,990378
2036,1695447,993590
2037,1701997,992616
2038,1702931,991810
2039,1699959,987759
2040,1702845,985196
2041,1704323,991124
2042,1708113,986762
2043,1707259,985871
2044,1705086,989447
2045,1712393,990341
2046,1709361,985809
2047,1715935,982416
2048,1720511,988390
2049,1723989,984447
2050,1728106,983819
2051,1733920,987753
2052,1731709,989788
2053,1733426,986851
2054,1738807,987493
2055,1742622,991392
2056,1749484,991028
2057,1755855,991977
2058,1759179,995249
2059,1762337,993939
2060,1761689,992618
2061,1765070,988299
2062,1771393,986933
2063,1779017,987871
2064,1776328,984027
2065,1772510,982675
2066,1770113,984243
2067,1771479,981590
2068,1769448,978233
2069,1765010,977812
2070,1767936,982964
2071,1762553,985378
2072,1762923,990038
2073,1763738,994527
2074,1764136,989911
2075,1767679,986170
2076,1771254,989788
2077,1768427,992488
2078,1764042,995667
2079,1771746,998416
2080,1776744,995334
2081,1780225,991171
2082,1786609,993627
2083,1781973,992085
2084,1780276,989416
2085,1778776,994328
2086,1773070,999356
2087,1768361,1004169
2088,1773332,1003532
2089,1778756,999551
2090,1773537,1004847
2091,1780883,1007859
2092,1783716,1004608
2093,1786335,1000879
2094,1792577,996907
2095,1788530,997797
2096,1795253,1001414
2097,1800711,1004440
2098,1796334,1008097
2099,1792622,1003269
2100,1797335,1004937
2101,1802327,1007598
2102,1801040,1003983
2103,1805567,1003986
2104,1809822,1004976
2105,1809063,1003121
2106,1804388,999594
2107,1799193,997187
2108,1799361,993104
2109,1803567,991613
2110,1801175,993831
2111,1796715,998048
2112,1803075,1001165
2113,1810555,1001657
2114,1805785,1001890
2115,1812782,1000370
2116,1811802,1000243
2117,1811327,1003337
2118,1808410,1001285
2119,1808872,1000933
2120,1804688,996977
2121,1808775,997826
2122,1807389,994577
2123,1803104,997581
2124,1803299,999413
2125,1804634,1004191
2126,1806170,1008933
2127,1811629,1005634
2128,1808073,1005365
2129,1806087,1004925
2130,1812786,1004587
2131,1810325,1009255
2132,1809948,1014302
2133,1813998,1016918
2134,1813157,1014112
2135,1820990,1017836
2136,1825001,1020307
2137,1821008,1023015
2138,1817347,1022577
2139,1820809,1018134
2140,1827987,1019918
2141,1826529,1020449
2142,1826084,1018651
2143,1831796,1022178
2144,1832022,1019622
2145,1830084,1019566
2146,1828840,1021246
2147,1824305,1020346
2148,1819868,1017044
2149,1821384,1012347
2150,1817676,1009030
2151,1821244,1010752
2152,1817362,1007095
2153,1824544,1006398
2154,1820951,1007852
2155,1819357,1006771
2156,1816787,1012025
2157,1816589,1016829
2158,1823290,1018251
2159,1823169,1013839
2160,1818010,1018869
2161,1820409,1022827
2162,1820562,1025270
2163,1825942,1021801
2164,1827412,1025965
2165,1827299,1028709
2166,1835031,1028618
2167,1840270,1026361
2168,1837480,1030101
2169,1835981,1029639
2170,1842747,1032001
2171,1842580,1028180
